website,restaurant_name,restaurant_href,review_author,review_text,review_rating_total,review_rating_food,review_rating_service,review_rating_atmosphere,review_rating_overall_impression,review_rating_price_quality_ratio,review_len,language
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,JARI,"Söög oli hea aga meie istekoht kui baariletis,väga halb,tyhistas koige hean öhtust.",3.0,4.0,4.0,3.0,3.0,1.0,12,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MIRLE,Suurepärane teenindus ja hea toit. Soovitan.,5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MERLE,Restorani külastades saime väga meeldiva kogemuse. Kindlasti külastame jälle :),5.0,5.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MERLE,Toit oli maitsev ja teenindajad sõbralikud.,3.8,4.0,4.0,3.0,4.0,4.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,ENE,"Jäime väga rahule! Kõik oli tasemel toit, teenindus ja muidugi väga meeldiv seltskond sõpru laua ääres, kellega koos sai veedetud mõnus pühapäev!",5.0,5.0,5.0,5.0,5.0,5.0,22,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,IMRE,"valguse ja taimedega võiks ehk interjööri veelgi hubasemaks muuta, muus osas väga hea, toidu osas, mereandide vaagen jagamiseks võiks ka olla soe, siis ei jahtuks annid nii kiiresti",4.0,4.0,4.0,4.0,4.0,4.0,28,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,SIGNE,Teenindaja Sofia oli äärmiselt sõbralik ja tähelepanelik ning toit oli väga maitsev. Olen väga rahul oma sünnipäeva tähistamisega Grill House restoranis,4.8,5.0,5.0,4.0,5.0,5.0,21,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,PIRET,Endiselt super teenindus ja super toiduvalik.,5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MERIKE,"Väga maitsvad toidud. Mitmekülgne valik.
Hea oleks, kui valik sisaldaks ka laktoosivabasid toite ning see oleks selgelt/ nähtavalt toidu nimetuse sildil kirjas.
Edu edaspidiseks!",4.0,5.0,4.0,4.0,4.0,3.0,24,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RIINA,Väga tore ja meeldiv pühapäeva ajaviide koos maitsvate söökidega.Tänud.,4.0,4.0,4.0,4.0,4.0,4.0,9,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,OLENA,Väga intelligentne koht!,4.8,5.0,5.0,4.0,5.0,5.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,ALEKSANDRA,"Söök ei vasta hinnale üldse. Sinimerekarbid olid serveeritud ilma lusika ja salvrätikuteta, kuigi süües käed olid mustad. Kaheksajala roog oli liiga soolane. Tuunikala cevice oli ilus ja söödav, aga mingit erimaitset või maitsvat kastet polnud: liiga maitsetu. Pearooga krevetid oli üldse mingi nali: 4 koorimata kreveti 27 euro eest on ikka suur pettumus. Lisaks serveerimisalus oli väike ja polnud, kuhu kooritud prügi panna. Eelistaks kooritud krevette mingis maitsvad kastmes, ideaalis ootaks ka midagi kõrvale sellise hinna eest (kaheksajalg oli näiteks juurviljadega). Sai oli õudne: kuiv ja maitsetu. Või polnud või, vaid margariin!!! Kui eelroog maksab ca 20 eur ja pearoog 30 eur - ma ootaks pärisvõid saia kõrvale. Majalimonaad oli ok. Teenundus oli ok, ainult et meie käest ei küsitud, kas roogad maitsesid (küll aga vahest tulid küsima, kas kõik korras).",2.0,1.0,3.0,4.0,1.0,1.0,131,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RIINA,"Tänage tublisid teenindajaid,Tallinki teenindus on alati väga hea,olgu siis laevas või maa peal.",3.4,3.0,5.0,3.0,4.0,2.0,13,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MERLE,"Suurepärane kogemus- maitsev toit, hea teenindus, meeldiv õhkkond, avar ruum. Ei tekkinud kordagi tunnet, et teine inimene on liiga lähedal. Kindlasti tulen veel brunchile",5.0,5.0,5.0,5.0,5.0,5.0,24,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,EVE,Suur tänu! Kõik oli suurepärane:),5.0,5.0,5.0,5.0,5.0,5.0,5,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TATJANA,Tore atmosfäär,4.8,5.0,5.0,5.0,5.0,4.0,2,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,ANU,"Teenindajad olid erakordselt rõõmsad ja sõbralikud. Nii meeldivat teenindust kohtab tänapäeval nii harva, et muutis esialgu ehk veidi kohmetukski. Tundsime, et olime väga oodatud ja meie kui klientide üle rõõmustati. Meie rõõmustasime oma teenindajate üle ka.",5.0,5.0,5.0,5.0,5.0,5.0,36,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KATRIN,"Õhtu kujunes väga meeldivaks tänu suurepärasele teenindajale, kes naeratuse saatel soovitusi jagas, sünnipäevakohvrist loosi pakkus ning hoolitses selle eest, et meil hea olla oleks. Sünnipäevalapsena tundsin end hoituna ning hoolitsetuna. Toit maitses väga hästi! Aitäh, et aitasite selle õhtu meeldejäävaks teha!",4.8,5.0,5.0,4.0,5.0,5.0,41,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,VIRVE,"Olen väga rahul, aitäh.d",3.8,4.0,4.0,4.0,4.0,3.0,4,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KELLI,"Väga tore ja lahke vastuvõtt, teenindus ja atmosfäär. Toit oli väga maitsev ning teenindaja Kaitlyn väga tore ja professionaalne. Eriti maitsev oli pardifilee.",5.0,5.0,5.0,5.0,5.0,5.0,23,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,VEERA,Kõik oli korras!,4.6,3.0,5.0,5.0,5.0,5.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,DIANA,"Külastasime restorani kahe väikese lapsega ja veetsime väga toreda õhtu. Meie teenindaja Ingrid oli super, väga tähelepanelik nii suurte kui väikeste suhtes, soe ja rõõmsameelne. Aitäh meeldiva õhtu eest!",4.6,5.0,5.0,5.0,5.0,3.0,29,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KRISTIINA,"Toidu valik oli väga suur ja lai, toit maitsev ning teenindus hea. Saime väga hea kogemuse :) Õhtusöögiks võiksite kaaluda ka midagi taolist, tuleks siiski!",4.6,5.0,4.0,5.0,4.0,5.0,25,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,VELLO,"Kõik oli suurepärane ja tänan veelkord kogu teenindavat personali. Soovitus tulevikuks, lauad võiksid olla natuke eraldatud, sest tahaksin oma seltskonnaga vestelda seejuures segamata teisi külastajaid. Õrn tekstiil oleks variant.
Parimat soovides,
Vello Koosma",4.6,5.0,5.0,4.0,4.0,5.0,33,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RIINA,"Hea teenindus,suurepärane toit,tänud personalile.",4.0,5.0,5.0,4.0,3.0,3.0,4,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,JELENA,Suur tänu toreda brunchi eest! Maitsev toit ja sõbralik teenindus!,5.0,5.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,OLJA,"Aitäh brunchi eest, kõik oli suurepärane! Mugav asukoht kesklinnas, maitsev ja mitmekesine toit, ilus saal.",5.0,5.0,5.0,5.0,5.0,5.0,15,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,AVE,"Väga meeldiv ja heal tasemel teenindus, lisaks sellele hubane atmosfäär ja imemaitsev söök! Käisime juba teist korda brunchil ja taaskord ei pidanud pettuma! Eriti suured tänud personalile, kes meie sünnipäevalapse päeva veelgi toredamaks muutsid!",5.0,5.0,5.0,5.0,5.0,5.0,34,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MARIKA,"Väga meeldiv,et oli mõldud ka väikeste laste peale,võimaldades neile mängulisi tegevusi. Jõudu edaspidiseks.",4.4,4.0,5.0,4.0,5.0,4.0,13,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TIINA,"Kõik sujus kenasti, vastuvõtt ja teenindus olid suurepärased. Teenindajad olid abivalmis.
Toit oli väga maitsev. Suur tänu!",5.0,5.0,5.0,5.0,5.0,5.0,17,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,VIRVE,"Väga toredad teenindajad, hea toit, mõnus istumine.",4.2,4.0,4.0,4.0,4.0,5.0,7,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RIHO,Ainuke mis veidi häiris oli samal ajal toimunud teine üritus all korrusel kus kõlanud muusika oli vb natuke vali et ei saanud normaalselt suhelda aga muidu väga hea kogemus nagu ka eelnevatel kordadel,4.2,4.0,5.0,4.0,4.0,4.0,33,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MARGIT,Kõik suurepärane. Väga hoolitsev ja personaalne teenindus. Kindlasti tuleme taas!,5.0,5.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,EVE,Tellitud kala oli väga mage ja lihale oleks ka veidi mingit maitsestamist rohkem tahtnud.,4.6,5.0,5.0,5.0,5.0,3.0,14,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,SVETLANA,"Tore võimalus Tallinna kesklinnas head sööki-jooki nautida! seda eriti kambaga! Alati meeldiv õhkkond, sõbralik teenindamine, maitsvad salatid, suupisted ja magustoit. Kasutame oma sõpruskonnaga koosistumist brunch´i näol vähemalt kolm-neli korda aastas. Soovitame sõpradele ja tuttavatele!",5.0,5.0,5.0,5.0,5.0,5.0,34,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KÜLLIKKI,Väga rahul.Teenindus oli meeldiv mitte segav.,5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KAIRE,"Liha oli suurepärane, punast kala võiks rohkem olla.",3.6,3.0,4.0,4.0,4.0,3.0,8,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,ELINA,"Saime kinkekaardi brunchile, ja kogemus oli tõepolest väga positiivne. Toit oli suurepärane, kuid pakutud vahuvein keset päeva ei istunudki… see on pigem õhtuse ürituse jook, eelistasime lõpuks kohvi/teed/vett. Hinnatase ilma kinkekaardita krõbe, kuid kogemus selle eest hea.",4.6,5.0,5.0,5.0,5.0,3.0,37,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,ANDRE,Suurepärane!,5.0,5.0,5.0,5.0,5.0,5.0,1,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KRISTEL,Kõik oli väga väga tore nagu alati !!!!,5.0,5.0,5.0,5.0,5.0,5.0,8,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,ELEN,"Väga maitsev toit ja suurepärane teenindus!
Tähelepanek restoranile:
Kui pakkumises on kirjas: brunch koos piiramatus koguses vahuveiniga, siis olenemata seltskonna suurusest, on soovitus jätta kliendi poolt ostetud jook(joogid) viisakalt lauale, nagu hea tasemega restoranides tavaks, et klient ei peaks eraldi paluma klaaside täitmist. Väga segadusse ajav ja veider olukord kliendi jaoks. Varasemalt Tallinki brunchi pakette ostes ei ole sellist kummalist olukorda kogenud. Oleme püsikliendid.
Õnneks restorani väga meeldivad teenindajad lahendasid (ka nende jaoks) ebamugava olukorra suurepäraselt.",4.6,5.0,5.0,5.0,4.0,4.0,76,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,SVETLANA,"Mõnus ja hubane koht just sünnipäeva tähistamiseks. Meie erisoovidega oli kenasti arvestatud ja meie eest hoolitseti väga hästi. Sünnipäevalaps sai Tallinkilt hinnalise kingituse.
Fantastiline maitseelamus! Eriti tahaks kiita lõhe-muna võileiba väikesel taldrikul ja brownie vaarikakastmega.
Teenindus oli kiire ja asjalik, teenindajad rõõmsad ja abivalmid.
Väga soovitan!",5.0,5.0,5.0,5.0,5.0,5.0,46,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MARIA,"Roogadel võiksid olla sildid, millega tegu ja millest selguks ka kas toit on sobilik näiteks veganitele või laktoositalumatutele",4.8,4.0,5.0,5.0,5.0,5.0,18,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,SIRJE,Kõik oli super! Soovitan kõigile,5.0,5.0,5.0,5.0,5.0,5.0,5,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KERLI,"Ääretult sõbralik ja tore teenindus.
Aitäh!",5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KRISTI,Soe toit oli kahjuks külm. Magusalaual võiks suurem valik olla. Muidu oli tore.,3.2,3.0,5.0,3.0,3.0,2.0,13,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KAJA,"Toit oli väga maitsev ja ilusasti presenteeritud. Teenindus oli kiire ja asjalik, teenindaja rõõmus ja abivalmis. Väga soovitan!",5.0,5.0,5.0,5.0,5.0,5.0,18,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KÜLLIKE,"Meeldiv, sõbralik ja abivalmis teenindus, maitsev toit. Lisaks kiitus selle eest, et sain oma sõpradega istuda samas lauas, kus istusime ka aasta tagasi. Aitäh!",5.0,5.0,5.0,5.0,5.0,5.0,24,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TERJE,"Kõik oli väga hästi, lähen kindlasti veel.",3.6,4.0,4.0,3.0,4.0,3.0,7,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RIINA,"Kõikjal Tallinkis on väga hea ja professionaalne teenindus,oli ka seekord.Suur tänu ilusa õhtu eest,tänud meie teenindajale.",3.6,4.0,5.0,3.0,4.0,2.0,16,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,EEVI,"Väga maitsvad toidud. Puhas. Maitsekalt serveeritud..
Kahju, et kalavaagen sai ruttu otsa, juurde ei toodud.",5.0,5.0,5.0,5.0,5.0,5.0,15,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KAISA,Külastus vastas ootustele. Meie väikeste erisoovidega oli kenasti arvestatud ja meie eest hoolitseti hästi.,4.6,4.0,5.0,5.0,5.0,4.0,14,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MARIS,"Aitähh, suurepärane teenindus koos sünnipäeva üllatusega",5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,EVELIN,"Teenindus väga sõbralik ja ka erisoovidele tuldi meeleldi vastu, aitäh!",5.0,5.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KRISTA,Kõik nagu alati suurepärane,5.0,5.0,5.0,5.0,5.0,5.0,4,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,JANA,"Aitäh, oli taaskord väga armas kogemus.",5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TAIMO,Meid teenindas City Grill House restoranis Liisa. Ettekandja tunneb oma tööd väga hästi ja on väga professionaalne.,4.2,5.0,5.0,4.0,4.0,3.0,17,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,LARISSA,"Aitäh, kõigele töötajatele",3.0,4.0,3.0,3.0,3.0,2.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KATARIINA,"Mõnus ja hubane koht just synna tähistamiseks. Plusspunkte annab juurde lastemängutuba, veel rohkem plusse annaks juurde, kui lastetoas oleks n. ö. lastega mängimiseks eksta töötaja restorani poolt.",4.4,2.0,5.0,5.0,5.0,5.0,27,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,LIIDIA,"meie tähistame juba mitmendat aastat oma sünnipäeva City Grill House
toit on väga hea
teenindus on ka väga hea
kuidas on võimalik jõuda iga kliendi juurde ja alati naeratades ja soovitades klientidele soovi korral alati abi
teie teenindajad jõuavad iga kliendi juurde
minu paljud tuttavad ka tähistavad oma tähtpäevi teie juures meie soovitusel
kõik on alati väga rahul",5.0,5.0,5.0,5.0,5.0,5.0,58,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RUTI,Kõik suurepärane☺️. Broneerimisel kirjutasin oma soovi võimalusel laud broneerida mulle meeldivasse alasse ja... mu soov täideti! Tänud ja peatse jälle kohtumiseni juba märtsis. Tervist ja rõõmu,4.2,4.0,5.0,4.0,4.0,4.0,26,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KRISTIN,"Aitäh,väga meeldiv teenindaja!",4.4,4.0,5.0,5.0,4.0,4.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,EBU,"Midagi paremat ei oskagi tahta. Nii viisakat ja sõbralikku ning samal ajal nähtamatut teenindamist kohtab väga harva . Kahjuks ei vaadanud nimesid (28. jaanuaril sel aastal). Kümme punkti kümnest. Toit niisamuti väga hea. Eriti kiidan lõhe-muna võileiba väikesel taldrikul. Kodus ei õnnestu kuidagi nii õrna kala valmistada. Palju tänu päeva kaunistamise eest, siiralt.",4.8,5.0,5.0,4.0,5.0,5.0,53,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RUTT,"Puravikurisoto oli väga rasvane, lausa ujus rasvas. Restorani soovitaksin, seda rooga (puravikurisoto) küll mitte.",2.4,1.0,3.0,3.0,3.0,2.0,14,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MARJU,"Suurepärane oli see pühapäevane brunch meile kõigile! Tähistasime ühtlasi ka minu sünnipäeva, mul jäi lauda broneerides Club One kaart mainimata. Rääkisin restorani teenindajatele , et soovin ka kingikohvrist loosi. See kõik võeti arvesse.
Toidud väga maitsvad, meeldis, et olid erinevad ja teenindajad märkasid , kui oli vahuveini juurde kallata. Minu kaaslased ei olnud ammu City Grill Houses käinud, see uus disain sai väga kiitvaid hinnanguid neilt samuti! Jutt ei tahtnud otsa meil saada, aeg oli otsa saamas.
Väga tähelepanulik ja armas oli teenindajatest, et saime oma veel lobby baari minna edasi istuma !",5.0,5.0,5.0,5.0,5.0,5.0,93,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,SIRJE,Väga meeldiv teenindaja.,4.4,5.0,5.0,4.0,4.0,4.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MAIE,Kõik oli suurepärane.,4.2,4.0,5.0,4.0,4.0,4.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,IRINA,"Tere päevast !
Väga rahul koha ja teenindusega! Tihti tellime brunchi. Kuid tellimusega on probleem, kuna alles jääb ainult elektrooniline formaat. Varem oli võimalik kohapealt tellida. Eakad inimesed ei saa ilma abita tellimusega toime. Kahju, kui teid ie huvita see vanusegrupp..",4.8,4.0,5.0,5.0,5.0,5.0,41,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KERSTI,Hea atmosfäär ja maitsev toit teenindaja oli sōbralik kindlasti kùlastan veel,3.8,4.0,4.0,4.0,4.0,3.0,11,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,HELINA,"Oli tõeliselt meeldiv brunch. Väga mõnus ja hubane koht, toidu-ja joogivalik väga hea. Tõeline üllatus oli muidugi kingutusekohver, kust sai ise tõmmata endale kingituse. Erilised tänusõnad meie teenindajale. Kahjuks nime ei tea agata oli meesterahvas ja tõesti tema teeninduse tase ja abivalmidus ületas kõik ootused. Super tase ja ülimeeldiv kogemus!",5.0,5.0,5.0,5.0,5.0,5.0,50,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TIINA,"Väga maitsvad toidud. Külised olid mõnusalt hajutatud saali, laudkonnad ei seganud üksteist. Soovitan soojalt.",4.6,5.0,4.0,5.0,5.0,4.0,14,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MONIKA,"Muusikavalik oli kohutav, suures osas tantsuks sobimatu ja täiesti juhuslik, diskor sobika paremini surnumatjaks",3.4,4.0,5.0,3.0,3.0,2.0,14,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TARMO,Suur-suur aitäh!,5.0,5.0,5.0,5.0,5.0,5.0,2,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,SVETLANA,"Hea toiduvalik, maitsev šampus. Viisakas teenindus. Olime sõbrannadega, nautisime täiega seltskonda, atmosfääri, sööki ja jooki:)
Logistiliselt heas kohas, kesklinnas, kohale saab ükskõik, mis transpordiga.
Soovitan kõikidele, kes tahaksid restoranis mõnusasti aega veeta!",4.8,5.0,4.0,5.0,5.0,5.0,32,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,PEEP,Kõik oli hästi!,4.0,4.0,4.0,4.0,4.0,4.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TOIVO,"Meeldis, tuleme oma perega teinegi kord, tänud personalile!",3.4,4.0,4.0,3.0,3.0,3.0,8,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,LILIAN,Alati suurepärane teenindus. Tuleme ikka jälle tagasi!,4.0,4.0,5.0,4.0,4.0,3.0,7,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MARE,"Toitude juures võiks olla sildid, et oleks teada, mida täpselt sööd. Lemmik magusast oli browni-kook, mida aga kõigile laudkonnast ei jätkunudki. Ja teenindajaid oli allkorrusel vähevõitu, neid tuli ise saali pealt otsimas käia.",3.4,4.0,3.0,3.0,3.0,4.0,33,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,YULIA,Kõik oli surepärane,5.0,5.0,5.0,5.0,5.0,5.0,3,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KADRI,"Teenindus oli meeldivalt kiire ja toit maitsev. Taustal oli elu ja melu, mis suures pildis ei seganud. Soovitus - leivaga koos lauale toodav või võiks pehmem olla.",4.8,5.0,5.0,4.0,5.0,5.0,27,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,INGA,"Võrreldes eelmise korraga toiduvalik nigel, ei saaks öelda, et toitu igale maitsele. Elementaarne maitseaine nagu sool puudus igast roast. Vaeva väga pole nähtud.
Teenindus see eest super, personal väga sõbralik. Atmosfäär oli okei, pole midagi vinguda.
Rohkem ei külasta, hinna ja kvaliteedi suhe lonkas mõlemat jalga!",2.2,1.0,4.0,3.0,2.0,1.0,46,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KRISTIINA,"Jäin restoranikülastusega väga rahule, toit oli maitsev ja teenindus meeldiv.",4.0,4.0,4.0,4.0,4.0,4.0,10,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,SIRLI,Väga meeldiv brunch oli. Toidud maitsesid ja teenindus oli väga sõbralik ja abivalmis.,4.8,5.0,5.0,5.0,5.0,4.0,13,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,RIINA,Kokkadele suur tänu! Toit maitsev ja seda on sobivasti! Teenindajatel veel palju ōppida.,3.2,5.0,2.0,3.0,3.0,3.0,13,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,ANU,Tänan kõiki töötajaid. Olete suurepärased ❤️,5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TIINA,"Maitsev söök-jook, sõbralik teenindus. Suurepärane pühapäeva brunch sõpradega. Tänud :)",4.8,4.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,MERIKE,"Juba teist aastat järjest väga mõnus võimalus sünnipäeva tähistamiseks.
Ainus märkus:
toitude juures võiks olla sildid, mis näitaksid, mis toiduga potis/kausis/kandikul tegemist on.
Samuti oleks vajalik, et sildil oleks märge ka laktoosi ja gluteeni sisalduse kohta. Kuna ühel minu poegadest on tugev toidutalumatus, puutun selle probleemiga igapäevaselt kokku.",4.0,4.0,4.0,4.0,4.0,4.0,48,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,TARVO,Laste mängukoht võiks olla sisukam ja samas ruumis. Toidu valik ja maitse on sellise hinna kohta natuke küsitav. Poole hinna arvestus alates 6-ndast eluaastast on kummaline. Sellises vanuses lapsed söövad tavaliselt väga vähe.,2.8,2.0,5.0,3.0,3.0,1.0,33,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,KÄRT,"Me jäime väga rahule, suur aitäh. Kindlasti soovitan tuttavatele ja tulen ise ka tagasi.",4.4,5.0,5.0,4.0,4.0,4.0,14,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,EVELIN,"Brunch oli imeline. Mitmekesine valik nii suurematele kui väikestele, teenindajad tähelepanelikud ja sõbralikud.",5.0,5.0,5.0,5.0,5.0,5.0,13,et
DinnerBooking,City Grill House,https://dinnerbooking.com/ee/et-EE/r1669/city-grill-house,JELENA,Nagu alati oli kõik super!,5.0,5.0,5.0,5.0,5.0,5.0,5,et
